MovieID,Title,imdbID,spanishTitle,year,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore,rtPictureURL,KMeans_Cluster
8970,Finding Neverland,308644,Descubriendo Nunca Jamás,2004,7.4,200.0,165.0,35.0,82.0,7.3,39.0,31.0,8.0,79.0,3.7,77596.0,84.0,http://content7.flixster.com/movie/67/71/22/6771229_det.jpg,0
8971,Veer-Zaara,420332,Veer-Zaara,2004,0.0,3.0,3.0,0.0,100.0,0.0,2.0,2.0,0.0,100.0,4.2,4026.0,87.0,http://content9.flixster.com/movie/28/78/287895_det.jpg,4
8972,National Treasure: Book of Secrets,465234,La búsqueda 2 - El diario secreto,2007,4.7,118.0,39.0,79.0,33.0,4.6,25.0,8.0,17.0,32.0,3.6,1237906.0,72.0,http://content7.flixster.com/movie/10/10/43/10104317_det.jpg,5
8973,La mala educación,275491,La mala educación,2004,7.5,134.0,118.0,16.0,88.0,7.8,35.0,30.0,5.0,85.0,3.9,13423.0,85.0,http://content8.flixster.com/movie/10/88/78/10887886_det.jpg,0
8974,The SpongeBob SquarePants Movie,345950,"Bob Esponja, la película",2004,6.2,123.0,84.0,39.0,68.0,6.2,33.0,23.0,10.0,69.0,3.2,19811.0,74.0,http://content6.flixster.com/movie/11/12/84/11128492_det.jpg,0
8976,San-Antonio,375040,San-Antonio,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/11/14/94/11149447_det.jpg,1
8977,Alexander,346491,Alejandro Magno,2004,3.9,193.0,31.0,162.0,16.0,4.0,41.0,5.0,36.0,12.0,2.7,29540.0,43.0,http://content9.flixster.com/movie/31/93/29/3193291_det.jpg,3
8978,Christmas with the Kranks,388419,Una Navidad de locos,2004,2.8,131.0,6.0,125.0,4.0,3.4,33.0,1.0,32.0,3.0,2.9,11697.0,46.0,http://content7.flixster.com/movie/10/88/27/10882789_det.jpg,3
8979,Guerrilla: The Taking of Patty Hearst,390299,Guerrilla: The Taking of Patty Hearst,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/10/88/15/10881511_det.jpg,1
8980,Notre musique,360845,Nuestra música,2004,6.6,54.0,36.0,18.0,66.0,6.9,17.0,12.0,5.0,70.0,3.7,949.0,69.0,http://content9.flixster.com/movie/29/50/295091_det.jpg,0
8981,Closer,376541,Closer,2004,6.6,201.0,137.0,64.0,68.0,6.6,42.0,31.0,11.0,73.0,3.5,50768.0,80.0,http://content9.flixster.com/movie/55/36/40/5536407_det.jpg,3
8982,I Am David,327919,La fuerza del valor,2003,5.2,34.0,13.0,21.0,38.0,5.3,10.0,3.0,7.0,30.0,4.0,1967.0,86.0,http://content8.flixster.com/movie/25/49/254926_det.jpg,0
8983,Shi mian mai fu,385004,La casa de las dagas voladoras,2004,7.8,163.0,143.0,20.0,87.0,8.1,39.0,37.0,2.0,94.0,3.6,35657.0,81.0,http://content9.flixster.com/movie/10/89/29/10892903_det.jpg,0
8984,Ocean's Twelve,349903,Ocean's Twelve,2004,5.9,174.0,96.0,78.0,55.0,6.1,38.0,23.0,15.0,60.0,3.4,108512.0,67.0,http://content7.flixster.com/movie/55/34/98/5534985_det.jpg,3
8985,Blade: Trinity,359013,Blade: Trinity,2004,4.5,162.0,43.0,119.0,26.0,4.4,33.0,7.0,26.0,21.0,3.4,62827.0,70.0,http://content7.flixster.com/movie/55/05/72/5505729_det.jpg,3
8986,The Bellboy,53644,El botones,1960,6.9,9.0,6.0,3.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/29/39/293924_det.jpg,2
8987,Le monde selon Bush,416043,Le monde selon Bush,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/83/89/10838953_det.jpg,1
8988,Cinderfella,53716,El ceniciento,1960,0.0,4.0,3.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/29/30/293015_det.jpg,1
8989,Damn Yankees!,51516,Malditos yanquis,1958,5.9,7.0,5.0,2.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/29/13/291305_det.jpg,2
8990,The Delicate Delinquent,50301,Delicado delincuente,1957,0.0,3.0,1.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/93/87/10938769_det.jpg,1
8992,The Errand Boy,54853,Un espía en Hollywood,1961,5.7,8.0,4.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/29/47/294724_det.jpg,2
8993,The Family Jewels,59166,Las joyas de la familia,1965,0.0,4.0,3.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/10/86/16/10861639_det.jpg,1
8995,Doing Time for Patsy Cline,119002,Doing Time for Patsy Cline,1997,6.1,9.0,7.0,2.0,77.0,0.0,4.0,2.0,2.0,50.0,2.7,50.0,33.0,http://content8.flixster.com/movie/10/85/12/10851274_det.jpg,4
8996,Stateside,339727,Stateside,2004,4.3,46.0,11.0,35.0,23.0,4.1,20.0,4.0,16.0,20.0,3.4,526.0,62.0,http://content8.flixster.com/movie/27/48/274802_det.jpg,0
8997,The Stooge,45192,The Stooge,1952,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/29/39/293995_det.jpg,1
8998,That's Entertainment!,72272,Érase una vez en Hollywood,1974,8.0,13.0,13.0,0.0,100.0,0.0,1.0,1.0,0.0,100.0,3.7,1093.0,79.0,http://content8.flixster.com/movie/10/86/76/10867698_det.jpg,4
8999,"That's Entertainment, Part II",75323,"That's Entertainment, Part II",1976,0.0,3.0,2.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/10/87/46/10874684_det.jpg,1
9000,That's Entertainment! III,111408,That's Entertainment! III,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/84/89/10848969_det.jpg,1
9001,The Wackiest Ship in the Army,54453,Comando del Pacífico,1960,0.0,2.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/88/28/10882833_det.jpg,1
9003,Conquest of Space,47947,La conquista del espacio,1955,0.0,3.0,2.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/85/09/10850925_det.jpg,1
9004,D.A.R.Y.L.,88979,D.A.R.Y.L.,1985,3.7,6.0,2.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/53/96/21/5396213_det.jpg,1
9005,Fire in the Sky,106912,Fuego en el cielo,1993,5.1,14.0,5.0,9.0,35.0,0.0,3.0,0.0,3.0,0.0,3.1,2891.0,56.0,http://content8.flixster.com/movie/55/04/90/5504906_det.jpg,4
9007,I'll Be Seeing You,36940,Te volveré a ver,1944,0.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/85/82/10858246_det.jpg,1
9008,The Invisible Man Returns,32635,El hombre invisible vuelve,1940,5.9,9.0,8.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/95/83/99/9583999_det.jpg,2
9010,Jeux d'enfants,364517,Quiéreme si te atreves,2003,5.2,78.0,34.0,44.0,43.0,5.1,26.0,10.0,16.0,38.0,4.2,14602.0,90.0,http://content9.flixster.com/movie/26/83/268399_det.jpg,3
9011,Portrait of Jennie,40705,Jennie,1948,7.9,11.0,10.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://images.rottentomatoescdn.com/images/defaults/poster_default.gif,2
9012,Ruby Gentry,45109,Pasión bajo la niebla,1952,6.9,6.0,4.0,2.0,66.0,0.0,1.0,1.0,0.0,100.0,3.1,162.0,43.0,http://content8.flixster.com/movie/30/73/307314_det.jpg,4
9013,Secret Honor,88074,Secret Honor,1984,7.4,11.0,8.0,3.0,72.0,0.0,3.0,2.0,1.0,66.0,3.6,540.0,72.0,http://content9.flixster.com/movie/30/05/300519_det.jpg,4
9014,Since You Went Away,37280,Desde que te fuiste,1944,6.5,6.0,4.0,2.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/10/87/11/10871119_det.jpg,2
9015,A Slipping-Down Life,162662,A Slipping-Down Life,1999,4.7,65.0,17.0,48.0,26.0,4.5,24.0,7.0,17.0,29.0,3.2,316.0,49.0,http://content6.flixster.com/movie/28/05/280524_det.jpg,3
9018,Control Room,391024,Control Room,2004,7.8,108.0,104.0,4.0,96.0,7.8,29.0,28.0,1.0,96.0,3.9,1430.0,86.0,http://content6.flixster.com/movie/10/88/83/10888380_det.jpg,0
9019,Celsius 41.11: The Temperature at Which the Brain... Begins to Die,424885,Celsius 41.11: The Temperature at Which the Brain... Begins to Die,2004,3.9,18.0,2.0,16.0,11.0,4.0,10.0,1.0,9.0,10.0,2.6,208.0,26.0,http://content6.flixster.com/movie/11/01/81/11018140_det.jpg,0
25737,"Der Golem, wie er in die Welt kam",11237,El golem,1920,7.9,8.0,8.0,0.0,100.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,http://content7.flixster.com/movie/28/75/287593_det.jpg,2
25744,Häxan,13257,La brujería a través de los tiempos,1922,7.4,15.0,13.0,2.0,86.0,0.0,1.0,1.0,0.0,100.0,3.8,1213.0,80.0,http://content9.flixster.com/movie/10/88/46/10884659_det.jpg,4
25750,Sherlock Jr.,15324,El moderno Sherlock Holmes,1924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/99/50/32/9950323_det.jpg,1
25753,Greed,15881,Avaricia,1924,9.3,16.0,16.0,0.0,100.0,0.0,4.0,4.0,0.0,100.0,0.0,0.0,0.0,http://content7.flixster.com/movie/31/92/85/3192853_det.jpg,2
25759,Oktyabr,18217,Octubre,1928,7.1,7.0,6.0,1.0,85.0,0.0,1.0,1.0,0.0,100.0,4.0,780.0,83.0,http://content9.flixster.com/movie/29/49/294995_det.jpg,4
25762,Unknown,450340,Mentes en blanco,2006,5.1,44.0,17.0,27.0,38.0,4.6,17.0,4.0,13.0,23.0,3.3,6616.0,57.0,http://content7.flixster.com/movie/32/66/88/3266889_det.jpg,0
25764,The Cameraman,18742,The Cameraman,1928,8.8,13.0,13.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/84/97/57/8497577_det.jpg,2
25769,"Steamboat Bill, Jr.",19421,El héroe del río,1928,9.1,15.0,15.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/30/57/305711_det.jpg,2
25771,Un chien andalou,20530,Un perro andaluz,1929,9.2,18.0,18.0,0.0,100.0,0.0,3.0,3.0,0.0,100.0,4.1,5685.0,86.0,http://content7.flixster.com/movie/29/12/291229_det.jpg,4
25773,Little Caesar,21079,Hampa dorada,1931,7.6,17.0,15.0,2.0,88.0,0.0,2.0,2.0,0.0,100.0,3.6,1977.0,72.0,http://content6.flixster.com/movie/46/61/466172_det.jpg,4
25774,L'âge d'or,21577,La edad de oro,1930,8.7,23.0,21.0,2.0,91.0,0.0,2.0,2.0,0.0,100.0,4.0,1547.0,82.0,http://content7.flixster.com/movie/10/92/49/10924949_det.jpg,4
25783,The Return of Doctor X,31851,El regreso del Doctor X,1939,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/10/92/60/10926020_det.jpg,1
25795,Dinner at Eight,23948,Cena a las ocho,1933,8.6,16.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/89/24/10892438_det.jpg,2
25797,Gold Diggers of 1933,24069,Vampiresas 1933,1933,9.0,8.0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/87/99/10879965_det.jpg,2
25798,De fortabte sjæles ø,466449,La isla de las almas perdidas,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/85/54/10855490_det.jpg,1
25802,The Son of Kong,24593,El hijo de Kong,1933,4.6,9.0,3.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/29/50/295015_det.jpg,2
25805,L'atalante,24844,L'atalante,1934,8.7,23.0,23.0,0.0,100.0,8.0,7.0,7.0,0.0,100.0,4.3,1388.0,91.0,http://content9.flixster.com/movie/29/80/298095_det.jpg,0
25826,Libeled Lady,27884,Una mujer difamada,1936,7.9,9.0,7.0,2.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/86/59/10865921_det.jpg,2
25827,Mr. Deeds Goes to Town,27996,El secreto de vivir,1936,8.4,13.0,12.0,1.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/90/86/10908610_det.jpg,2
25828,The Petrified Forest,28096,El bosque petrificado,1936,7.6,8.0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/87/04/10870437_det.jpg,2
25832,Wife vs. Secretary,28505,Entre esposa y secretaria,1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/45/42/36/4542361_det.jpg,1
25833,Camille,28683,Margarita Gautier,1936,7.3,10.0,9.0,1.0,90.0,0.0,1.0,1.0,0.0,100.0,3.9,1060.0,82.0,http://content6.flixster.com/movie/10/95/41/10954112_det.jpg,4
25835,Dead End,308152,Dead End,2003,6.1,7.0,6.0,1.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/87/81/10878126_det.jpg,2
25839,Nothing Sacred,29322,La reina de Nueva York,1937,9.0,9.0,9.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/28/98/289818_det.jpg,2
25840,The Prisoner of Zenda,45053,El prisionero de Zenda,1952,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/31/92/94/3192946_det.jpg,1
25841,Stage Door Canteen,36384,Tres días de amor y fe,1943,0.0,2.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/11/14/92/11149227_det.jpg,1
25850,The Holiday,457939,Vacaciones,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/10/88/62/10886279_det.jpg,1
25855,The Roaring Twenties,31867,Los violentos años veinte,1939,7.3,10.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/10/95/34/10953459_det.jpg,2
25865,Letters from Iwo Jima,498380,Cartas desde Iwo Jima,2006,8.2,196.0,178.0,18.0,90.0,8.3,40.0,37.0,3.0,92.0,3.8,73433.0,85.0,http://content8.flixster.com/movie/10/88/05/10880558_det.jpg,0
25866,The Sea Hawk,33028,El halcón del mar,1940,8.7,12.0,12.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/10/36/26/10362676_det.jpg,2
25868,Ball of Fire,33373,Bola de fuego,1941,8.3,23.0,23.0,0.0,100.0,0.0,4.0,4.0,0.0,100.0,4.1,864.0,89.0,http://content9.flixster.com/movie/10/86/72/10867215_det.jpg,4
25870,Here Comes Mr. Jordan,33712,El difunto protesta,1941,7.4,15.0,15.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/41/87/09/4187090_det.jpg,2
25878,Across the Pacific,34428,A través de pacífico,1942,0.0,2.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/10/90/58/10905820_det.jpg,1
25885,Prelude to War,35209,Prelude to War,1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/10/88/59/10885927_det.jpg,1
25886,Random Harvest,35238,Niebla en el pasado,1942,7.6,9.0,8.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/97/67/96/9767965_det.jpg,2
25888,Action in the North Atlantic,35608,Acción en el Atlántico Norte,1943,0.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/90/59/00/9059009_det.jpg,1
25893,The Memphis Belle: A Story of a Flying Fortress,36152,The Memphis Belle: A Story of a Flying Fortress,1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/87/61/10876173_det.jpg,1
25898,Vredens dag,36506,Dies irae,1943,8.5,20.0,20.0,0.0,100.0,7.5,5.0,5.0,0.0,100.0,4.2,732.0,92.0,http://content7.flixster.com/movie/10/86/11/10861105_det.jpg,0
25899,Cover Girl,36723,Las modelos,1944,6.9,9.0,8.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/88/93/10889330_det.jpg,2
25900,The Curse of the Cat People,36733,La maldición de la mujer pantera,1944,7.3,23.0,20.0,3.0,86.0,0.0,3.0,2.0,1.0,66.0,0.0,0.0,0.0,http://content9.flixster.com/movie/20/86/11/2086111_det.jpg,2
25903,The Mask of Dimitrios,37055,La máscara de Dimitros,1944,0.0,2.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/44/05/10440574_det.jpg,1
25904,Ministry of Fear,37075,El ministerio del miedo,1944,7.2,10.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/16/45/10164529_det.jpg,2
25905,The Miracle of Morgan's Creek,37077,The Miracle of Morgan's Creek,1944,8.1,20.0,18.0,2.0,90.0,0.0,3.0,3.0,0.0,100.0,3.9,836.0,83.0,http://content7.flixster.com/movie/10/86/99/10869981_det.jpg,4
25906,Mr. Skeffington,37094,Mr. Skeffington,1944,6.4,6.0,4.0,2.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/58/27/11/5827117_det.jpg,2
25908,Passage to Marseille,37166,Pasaje para Marsella,1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/83/94/10839441_det.jpg,1
25914,Ivan Groznyy,37824,Iván el terrible,1944,8.7,9.0,9.0,0.0,100.0,0.0,1.0,1.0,0.0,100.0,4.1,999.0,90.0,http://content7.flixster.com/movie/10/92/43/10924365_det.jpg,4
25916,They Were Expendable,38160,No eran imprescindibles,1945,7.9,8.0,7.0,1.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/30/13/301321_det.jpg,2
25924,Humoresque,38622,De amor también se muere,1946,5.9,5.0,3.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/29/97/299720_det.jpg,2
25929,Nightmare Alley,39661,Callejón de las almas perdidas,1947,7.8,10.0,10.0,0.0,100.0,0.0,2.0,2.0,0.0,100.0,3.9,576.0,83.0,http://content7.flixster.com/movie/29/10/291013_det.jpg,4
25930,Odd Man Out,39677,Larga es la noche,1947,8.0,22.0,22.0,0.0,100.0,0.0,3.0,3.0,0.0,100.0,4.0,556.0,84.0,http://content9.flixster.com/movie/33/18/40/3318407_det.jpg,4
25931,Road to Rio,39776,Camino de Río,1947,6.8,6.0,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/30/81/308113_det.jpg,2
25937,Easter Parade,40308,Easter Parade,1948,7.3,17.0,15.0,2.0,88.0,0.0,4.0,4.0,0.0,100.0,3.8,2172.0,83.0,http://content7.flixster.com/movie/10/93/41/10934193_det.jpg,4
25938,Fort Apache,40369,Fort Apache,1948,8.3,13.0,13.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/18/83/22/1883221_det.jpg,2
25940,The Lady from Shanghai,439663,The Lady from Shanghai,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://images.rottentomatoescdn.com/images/defaults/poster_default.gif,1
25941,Yi ge mo sheng nu ren de lai xin,424234,Carta de una mujer desconocida,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://images.rottentomatoescdn.com/images/defaults/poster_default.gif,1
25942,Louisiana Story,40550,Louisiana Story,1948,7.3,14.0,11.0,3.0,78.0,0.0,2.0,2.0,0.0,100.0,3.4,214.0,59.0,http://content9.flixster.com/movie/30/35/303599_det.jpg,4
25943,The Naked City,40636,La ciudad desnuda,1948,7.2,12.0,11.0,1.0,91.0,0.0,2.0,2.0,0.0,100.0,3.8,960.0,78.0,http://content9.flixster.com/movie/10/88/30/10883071_det.jpg,4
25947,Unfaithfully Yours,40919,Unfaithfully Yours,1948,7.8,14.0,13.0,1.0,92.0,0.0,2.0,2.0,0.0,100.0,3.9,650.0,86.0,http://content8.flixster.com/movie/29/43/294314_det.jpg,4
25951,In the Good Old Summertime,41507,In the Good Old Summertime,1949,6.5,7.0,5.0,2.0,71.0,0.0,2.0,1.0,1.0,50.0,3.8,870.0,79.0,http://content9.flixster.com/movie/68/88/16/6888163_det.jpg,4
25952,A Letter to Three Wives,41587,Carta a tres esposas,1949,8.5,10.0,10.0,0.0,100.0,0.0,1.0,1.0,0.0,100.0,3.8,921.0,82.0,http://content6.flixster.com/movie/10/29/51/10295176_det.jpg,4
25954,Orphée,41719,Orphée,1950,9.5,15.0,15.0,0.0,100.0,0.0,1.0,1.0,0.0,100.0,4.2,1007.0,91.0,http://content6.flixster.com/movie/34/34/28/3434280_det.jpg,4
25960,Les enfants terribles,42436,Los niños terribles,1950,6.6,8.0,6.0,2.0,75.0,0.0,1.0,1.0,0.0,100.0,3.8,405.0,74.0,http://content9.flixster.com/movie/96/51/86/9651863_det.jpg,4
25961,The Gunfighter,42531,El pistolero,1950,7.6,7.0,7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/37/96/14/3796147_det.jpg,2
25963,Los olvidados,42804,Los olvidados,1950,8.8,31.0,29.0,2.0,93.0,0.0,4.0,3.0,1.0,75.0,4.4,1531.0,95.0,http://content8.flixster.com/movie/37/63/58/3763586_det.jpg,4
25964,Shûbun,42958,Escándalo,1950,0.0,4.0,3.0,1.0,75.0,0.0,1.0,1.0,0.0,100.0,3.6,527.0,69.0,http://content6.flixster.com/movie/18/35/08/1835088_det.jpg,1
25975,Saikaku ichidai onna,45112,Saikaku ichidai onna,1952,8.8,8.0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/83/94/10839474_det.jpg,2
25977,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,45469,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,1953,6.0,6.0,5.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/11/12/32/11123224_det.jpg,2
25993,Z Channel: A Magnificent Obsession,405496,Z Channel: A Magnificent Obsession,2004,8.0,13.0,13.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/94/79/10947942_det.jpg,2
25995,Miyamoto Musashi,47444,Miyamoto Musashi,1954,0.0,2.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/84/07/10840785_det.jpg,1
25999,Into the Wild,758758,Hacia rutas salvajes,2007,7.5,181.0,149.0,32.0,82.0,7.2,37.0,27.0,10.0,72.0,4.2,82515.0,90.0,http://content8.flixster.com/movie/93/52/46/9352462_det.jpg,0
26002,Mr. Arkadin,48393,Mister Arkadin,1955,7.1,18.0,15.0,3.0,83.0,0.0,2.0,2.0,0.0,100.0,3.9,707.0,80.0,http://content8.flixster.com/movie/10/91/93/10919386_det.jpg,4
26005,Zoku Miyamoto Musashi: Ichijôji no kettô,48579,Samurai 2,1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/28/55/65/2855657_det.jpg,1
26007,Tuntematon sotilas,48752,El soldato desconocido,1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/37/33/43/3733430_det.jpg,1
26012,Miyamoto Musashi kanketsuhen: kettô Ganryûjima,49710,Samurai 3: Duelo en la Isla Ganryu,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/30/26/302696_det.jpg,1
26048,Ningen no jôken,53115,La condición humana II: El camino a la eternidad,1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/30/03/300326_det.jpg,1
26049,Nobi,53121,Nobi,1959,7.8,13.0,13.0,0.0,100.0,0.0,4.0,4.0,0.0,100.0,4.2,428.0,91.0,http://content9.flixster.com/movie/68/65/06/6865063_det.jpg,4
26052,Pickpocket,53168,Pickpocket,1959,9.3,19.0,19.0,0.0,100.0,0.0,2.0,2.0,0.0,100.0,4.1,1733.0,88.0,http://content9.flixster.com/movie/11/14/29/11142955_det.jpg,4
26055,Ukigusa,53390,Ukigusa,1959,8.4,20.0,19.0,1.0,95.0,0.0,3.0,3.0,0.0,100.0,4.2,745.0,91.0,http://content7.flixster.com/movie/53/79/44/5379449_det.jpg,4
26059,Onna ga kaidan wo agaru toki,54144,Cuando una mujer sube la escalera,1960,8.2,13.0,13.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/39/91/15/3991152_det.jpg,2
26064,Warui yatsu hodo yoku nemuru,54460,Los canallas duermen en paz,1960,7.7,16.0,16.0,0.0,100.0,0.0,3.0,3.0,0.0,100.0,4.1,1723.0,91.0,http://content9.flixster.com/movie/10/86/13/10861383_det.jpg,4
